competitorName,featureName,category,hasFeature,quality,implementationQuality,notes,website,description,industry,featureDescription,priority
Kraken,Own Stablecoin,Advanced,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
Kraken,Own Chain,Advanced,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
Kraken,Own Card,Advanced,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
Kraken,Sign up with Bank,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
Kraken,Sign in with Bank,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
Kraken,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
Kraken,Sign in with Gmail,Authentication,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
Kraken,Sign in with Apple,Platform,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
Kraken,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
Kraken,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
Kraken,Login with QR,Authentication,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
Kraken,Public API,Services,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
Kraken,AI Sentimentals,Other,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
Kraken,Copy Trading,Trading,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
Kraken,Trade Bots for Users,Trading,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
Kraken,Auto-Invest (DCA),Trading,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
Kraken,Convert,Trading,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
Kraken,Convert Small Assets,Trading,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
Kraken,Price Alarm,Other,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
Kraken,Locked Staking,Earn,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
Kraken,Flexible Staking,Earn,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
Kraken,Loan Borrowing,Earn,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
Kraken,Referral,Social,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
Kraken,Affiliate (KOL Program),Social,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
Kraken,Bug Bounty,Other,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
Kraken,On-Ramp / Off-Ramp (3rd Party),Other,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
Kraken,Academy for Logged-in User,Services,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
Kraken,NFT / Marketplace,Services,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
Kraken,Fan Token,Other,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
Kraken,Gamification,Social,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
Kraken,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
Kraken,Social Feed (Square),Social,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
Kraken,Pay (Payments),Services,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
Kraken,API Management,Services,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
Kraken,Dual Investment,Trading,Yes,basic,basic,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
Kraken,On-chain Earn,Earn,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
Kraken,VIP Loan,Earn,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
Kraken,TRY Nemalandırma,Other,No,none,none,Coverage Score: 27.9% - Global platform,https://kraken.com,Kraken - Global kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
Stablex,Web App,Platform,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
Stablex,Mobile App,Platform,Yes,basic,basic,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
Stablex,Desktop App,Platform,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
Stablex,Corporate Registration,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
Stablex,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
Stablex,Tokenized Stocks,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
Stablex,Global Customers,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
Stablex,Crypto as a Services,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
Stablex,Own Stablecoin,Advanced,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
Stablex,Own Chain,Advanced,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
Stablex,Own Card,Advanced,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
Stablex,Sign up with Bank,Authentication,Yes,basic,basic,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
Stablex,Sign in with Bank,Authentication,Yes,basic,basic,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
Stablex,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
Stablex,Sign in with Gmail,Authentication,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
Stablex,Sign in with Apple,Platform,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
Stablex,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
Stablex,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
Stablex,Login with QR,Authentication,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
Stablex,Public API,Services,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
Stablex,AI Sentimentals,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
Stablex,Copy Trading,Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
Stablex,Trade Bots for Users,Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
Stablex,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
Stablex,Convert,Trading,Yes,basic,basic,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
Stablex,Convert Small Assets,Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
Stablex,Price Alarm,Other,Yes,basic,basic,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
Stablex,Locked Staking,Earn,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
Stablex,Flexible Staking,Earn,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
Stablex,Loan Borrowing,Earn,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
Stablex,Referral,Social,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
Stablex,Affiliate (KOL Program),Social,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
Stablex,Bug Bounty,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
Stablex,On-Ramp / Off-Ramp (3rd Party),Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
Stablex,Academy for Logged-in User,Services,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
Stablex,NFT / Marketplace,Services,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
Stablex,Fan Token,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
Stablex,Gamification,Social,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
Stablex,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
Stablex,Social Feed (Square),Social,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
Stablex,Pay (Payments),Services,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
Stablex,API Management,Services,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
Stablex,Dual Investment,Trading,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
Stablex,On-chain Earn,Earn,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
Stablex,VIP Loan,Earn,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
Stablex,TRY Nemalandırma,Other,No,none,none,Coverage Score: 16.3% - TR platform,https://stablex.com,Stablex - TR kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
BinanceTR,Web App,Platform,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
BinanceTR,Mobile App,Platform,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
BinanceTR,Desktop App,Platform,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
BinanceTR,Corporate Registration,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
BinanceTR,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
BinanceTR,Tokenized Stocks,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
BinanceTR,Global Customers,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
BinanceTR,Crypto as a Services,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
BinanceTR,Own Stablecoin,Advanced,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
BinanceTR,Own Chain,Advanced,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
BinanceTR,Own Card,Advanced,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
BinanceTR,Sign up with Bank,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
BinanceTR,Sign in with Bank,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
BinanceTR,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
BinanceTR,Sign in with Gmail,Authentication,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
BinanceTR,Sign in with Apple,Platform,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
BinanceTR,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
BinanceTR,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
BinanceTR,Login with QR,Authentication,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
BinanceTR,Public API,Services,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Public API özelliği,high
BinanceTR,AI Sentimentals,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,AI Sentimentals özelliği,low
BinanceTR,Copy Trading,Trading,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Copy Trading özelliği,medium
BinanceTR,Trade Bots for Users,Trading,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Trade Bots for Users özelliği,low
BinanceTR,Auto-Invest (DCA),Trading,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Auto-Invest (DCA) özelliği,low
BinanceTR,Convert,Trading,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Convert özelliği,high
BinanceTR,Convert Small Assets,Trading,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Convert Small Assets özelliği,low
BinanceTR,Price Alarm,Other,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Price Alarm özelliği,low
BinanceTR,Locked Staking,Earn,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Locked Staking özelliği,low
BinanceTR,Flexible Staking,Earn,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Flexible Staking özelliği,low
BinanceTR,Loan Borrowing,Earn,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Loan Borrowing özelliği,low
BinanceTR,Referral,Social,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Referral özelliği,low
BinanceTR,Affiliate (KOL Program),Social,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Affiliate (KOL Program) özelliği,low
BinanceTR,Bug Bounty,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Bug Bounty özelliği,low
BinanceTR,On-Ramp / Off-Ramp (3rd Party),Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,On-Ramp / Off-Ramp (3rd Party) özelliği,low
BinanceTR,Academy for Logged-in User,Services,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Academy for Logged-in User özelliği,low
BinanceTR,NFT / Marketplace,Services,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,NFT / Marketplace özelliği,medium
BinanceTR,Fan Token,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Fan Token özelliği,low
BinanceTR,Gamification,Social,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Gamification özelliği,low
BinanceTR,Launchpool / Launchpad,Advanced,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Launchpool / Launchpad özelliği,low
BinanceTR,Social Feed (Square),Social,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Social Feed (Square) özelliği,low
BinanceTR,Pay (Payments),Services,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Pay (Payments) özelliği,medium
BinanceTR,API Management,Services,Yes,basic,basic,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,API Management özelliği,low
BinanceTR,Dual Investment,Trading,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,Dual Investment özelliği,low
BinanceTR,On-chain Earn,Earn,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,On-chain Earn özelliği,low
BinanceTR,VIP Loan,Earn,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,VIP Loan özelliği,low
BinanceTR,TRY Nemalandırma,Other,No,none,none,Coverage Score: 18.6% - TR platform,https://binancetr.com,BinanceTR - TR kripto platformu,Cryptocurrency Exchange,TRY Nemalandırma özelliği,low
Paribu,Web App,Platform,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Web App özelliği,high
Paribu,Mobile App,Platform,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Mobile App özelliği,high
Paribu,Desktop App,Platform,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Desktop App özelliği,low
Paribu,Corporate Registration,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Corporate Registration özelliği,low
Paribu,Stocks & Commodity and Forex Trading,Trading,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Stocks & Commodity and Forex Trading özelliği,low
Paribu,Tokenized Stocks,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Tokenized Stocks özelliği,low
Paribu,Global Customers,Other,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Global Customers özelliği,low
Paribu,Crypto as a Services,Other,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Crypto as a Services özelliği,low
Paribu,Own Stablecoin,Advanced,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Own Stablecoin özelliği,low
Paribu,Own Chain,Advanced,Yes,basic,basic,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Own Chain özelliği,low
Paribu,Own Card,Advanced,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Own Card özelliği,low
Paribu,Sign up with Bank,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign up with Bank özelliği,low
Paribu,Sign in with Bank,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Bank özelliği,low
Paribu,Sign in with Passkey,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Passkey özelliği,low
Paribu,Sign in with Gmail,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Gmail özelliği,low
Paribu,Sign in with Apple,Platform,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Apple özelliği,low
Paribu,Sign in with Telegram,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Telegram özelliği,low
Paribu,Sign in with Wallet,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Sign in with Wallet özelliği,low
Paribu,Login with QR,Authentication,No,none,none,Coverage Score: 11.6% - TR platform,https://paribu.com,Paribu - TR kripto platformu,Cryptocurrency Exchange,Login with QR özelliği,low
